id,products,total,discountedTotal,userId,totalProducts,totalQuantity
82,"[{'id': 163, 'title': 'Girl Summer Dress', 'price': 19.99, 'quantity': 1, 'total': 19.99, 'discountPercentage': 19.2, 'discountedTotal': 16.15, 'thumbnail': 'https://cdn.dummyjson.com/product-images/tops/girl-summer-dress/thumbnail.webp'}, {'id': 46, 'title': 'Plant Pot', 'price': 14.99, 'quantity': 5, 'total': 74.95, 'discountPercentage': 6.84, 'discountedTotal': 69.82, 'thumbnail': 'https://cdn.dummyjson.com/product-images/home-decoration/plant-pot/thumbnail.webp'}, {'id': 43, 'title': 'Decoration Swing', 'price': 59.99, 'quantity': 3, 'total': 179.97, 'discountPercentage': 10.41, 'discountedTotal': 161.24, 'thumbnail': 'https://cdn.dummyjson.com/product-images/home-decoration/decoration-swing/thumbnail.webp'}, {'id': 107, 'title': 'Beats Flex Wireless Earphones', 'price': 49.99, 'quantity': 4, 'total': 199.96, 'discountPercentage': 5.73, 'discountedTotal': 188.5, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mobile-accessories/beats-flex-wireless-earphones/thumbnail.webp'}, {'id': 136, 'title': 'Vivo X21', 'price': 499.99, 'quantity': 3, 'total': 1499.97, 'discountPercentage': 17.41, 'discountedTotal': 1238.83, 'thumbnail': 'https://cdn.dummyjson.com/product-images/smartphones/vivo-x21/thumbnail.webp'}]",1974.84,1674.54,82,5,16
83,"[{'id': 163, 'title': 'Girl Summer Dress', 'price': 19.99, 'quantity': 2, 'total': 39.98, 'discountPercentage': 19.2, 'discountedTotal': 32.3, 'thumbnail': 'https://cdn.dummyjson.com/product-images/tops/girl-summer-dress/thumbnail.webp'}, {'id': 32, 'title': 'Milk', 'price': 3.49, 'quantity': 1, 'total': 3.49, 'discountPercentage': 13.74, 'discountedTotal': 3.01, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/milk/thumbnail.webp'}, {'id': 14, 'title': 'Knoll Saarinen Executive Conference Chair', 'price': 499.99, 'quantity': 4, 'total': 1999.96, 'discountPercentage': 2.01, 'discountedTotal': 1959.76, 'thumbnail': 'https://cdn.dummyjson.com/product-images/furniture/knoll-saarinen-executive-conference-chair/thumbnail.webp'}, {'id': 170, 'title': 'Durango SXT RWD', 'price': 36999.99, 'quantity': 4, 'total': 147999.96, 'discountPercentage': 16.44, 'discountedTotal': 123668.77, 'thumbnail': 'https://cdn.dummyjson.com/product-images/vehicle/durango-sxt-rwd/thumbnail.webp'}, {'id': 49, 'title': 'Black Aluminium Cup', 'price': 5.99, 'quantity': 3, 'total': 17.97, 'discountPercentage': 15.65, 'discountedTotal': 15.16, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/black-aluminium-cup/thumbnail.webp'}]",150061.36,125679.0,83,5,14
84,"[{'id': 141, 'title': 'Basketball Rim', 'price': 39.99, 'quantity': 2, 'total': 79.98, 'discountPercentage': 7.74, 'discountedTotal': 73.79, 'thumbnail': 'https://cdn.dummyjson.com/product-images/sports-accessories/basketball-rim/thumbnail.webp'}, {'id': 90, 'title': 'Puma Future Rider Trainers', 'price': 89.99, 'quantity': 5, 'total': 449.95, 'discountPercentage': 4.2, 'discountedTotal': 431.05, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mens-shoes/puma-future-rider-trainers/thumbnail.webp'}, {'id': 71, 'title': 'Silver Pot With Glass Cap', 'price': 39.99, 'quantity': 1, 'total': 39.99, 'discountPercentage': 5.7, 'discountedTotal': 37.71, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/silver-pot-with-glass-cap/thumbnail.webp'}]",569.92,542.55,84,3,8
85,"[{'id': 157, 'title': 'Party Glasses', 'price': 19.99, 'quantity': 4, 'total': 79.96, 'discountPercentage': 11.22, 'discountedTotal': 70.99, 'thumbnail': 'https://cdn.dummyjson.com/product-images/sunglasses/party-glasses/thumbnail.webp'}, {'id': 47, 'title': 'Table Lamp', 'price': 49.99, 'quantity': 2, 'total': 99.98, 'discountPercentage': 7.09, 'discountedTotal': 92.89, 'thumbnail': 'https://cdn.dummyjson.com/product-images/home-decoration/table-lamp/thumbnail.webp'}]",179.94,163.88,85,2,6
86,"[{'id': 114, 'title': 'Kawasaki Z800', 'price': 8999.99, 'quantity': 5, 'total': 44999.95, 'discountPercentage': 9.77, 'discountedTotal': 40603.45, 'thumbnail': 'https://cdn.dummyjson.com/product-images/motorcycle/kawasaki-z800/thumbnail.webp'}, {'id': 180, 'title': 'Dress Pea', 'price': 49.99, 'quantity': 5, 'total': 249.95000000000002, 'discountPercentage': 17.68, 'discountedTotal': 205.76, 'thumbnail': 'https://cdn.dummyjson.com/product-images/womens-dresses/dress-pea/thumbnail.webp'}]",45249.9,40809.21,86,2,10
87,"[{'id': 45, 'title': 'House Showpiece Plant', 'price': 39.99, 'quantity': 5, 'total': 199.95000000000002, 'discountPercentage': 7.46, 'discountedTotal': 185.03, 'thumbnail': 'https://cdn.dummyjson.com/product-images/home-decoration/house-showpiece-plant/thumbnail.webp'}, {'id': 175, 'title': 'White Faux Leather Backpack', 'price': 39.99, 'quantity': 2, 'total': 79.98, 'discountPercentage': 15.2, 'discountedTotal': 67.82, 'thumbnail': 'https://cdn.dummyjson.com/product-images/womens-bags/white-faux-leather-backpack/thumbnail.webp'}, {'id': 44, 'title': 'Family Tree Photo Frame', 'price': 29.99, 'quantity': 1, 'total': 29.99, 'discountPercentage': 14.87, 'discountedTotal': 25.53, 'thumbnail': 'https://cdn.dummyjson.com/product-images/home-decoration/family-tree-photo-frame/thumbnail.webp'}]",309.92,278.38,87,3,8
88,"[{'id': 58, 'title': 'Fork', 'price': 3.99, 'quantity': 5, 'total': 19.950000000000003, 'discountPercentage': 8.07, 'discountedTotal': 18.34, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/fork/thumbnail.webp'}, {'id': 100, 'title': 'Apple Airpods', 'price': 129.99, 'quantity': 1, 'total': 129.99, 'discountPercentage': 15.54, 'discountedTotal': 109.79, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mobile-accessories/apple-airpods/thumbnail.webp'}]",149.94,128.13,88,2,6
89,"[{'id': 30, 'title': 'Kiwi', 'price': 2.49, 'quantity': 4, 'total': 9.96, 'discountPercentage': 15.22, 'discountedTotal': 8.44, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/kiwi/thumbnail.webp'}, {'id': 101, 'title': 'Apple AirPods Max Silver', 'price': 549.99, 'quantity': 4, 'total': 2199.96, 'discountPercentage': 13.67, 'discountedTotal': 1899.23, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mobile-accessories/apple-airpods-max-silver/thumbnail.webp'}, {'id': 44, 'title': 'Family Tree Photo Frame', 'price': 29.99, 'quantity': 1, 'total': 29.99, 'discountPercentage': 14.87, 'discountedTotal': 25.53, 'thumbnail': 'https://cdn.dummyjson.com/product-images/home-decoration/family-tree-photo-frame/thumbnail.webp'}, {'id': 150, 'title': 'Metal Baseball Bat', 'price': 29.99, 'quantity': 2, 'total': 59.98, 'discountPercentage': 19.51, 'discountedTotal': 48.28, 'thumbnail': 'https://cdn.dummyjson.com/product-images/sports-accessories/metal-baseball-bat/thumbnail.webp'}, {'id': 150, 'title': 'Metal Baseball Bat', 'price': 29.99, 'quantity': 5, 'total': 149.95, 'discountPercentage': 19.51, 'discountedTotal': 120.69, 'thumbnail': 'https://cdn.dummyjson.com/product-images/sports-accessories/metal-baseball-bat/thumbnail.webp'}, {'id': 138, 'title': 'Baseball Ball', 'price': 8.99, 'quantity': 1, 'total': 8.99, 'discountPercentage': 1.71, 'discountedTotal': 8.84, 'thumbnail': 'https://cdn.dummyjson.com/product-images/sports-accessories/baseball-ball/thumbnail.webp'}]",2458.83,2111.01,89,6,17
90,"[{'id': 132, 'title': 'Samsung Galaxy S8', 'price': 499.99, 'quantity': 2, 'total': 999.98, 'discountPercentage': 19.45, 'discountedTotal': 805.48, 'thumbnail': 'https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s8/thumbnail.webp'}, {'id': 180, 'title': 'Dress Pea', 'price': 49.99, 'quantity': 4, 'total': 199.96, 'discountPercentage': 17.68, 'discountedTotal': 164.61, 'thumbnail': 'https://cdn.dummyjson.com/product-images/womens-dresses/dress-pea/thumbnail.webp'}, {'id': 83, 'title': 'Blue & Black Check Shirt', 'price': 29.99, 'quantity': 2, 'total': 59.98, 'discountPercentage': 15.35, 'discountedTotal': 50.77, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mens-shirts/blue-&-black-check-shirt/thumbnail.webp'}, {'id': 176, 'title': 'Women Handbag Black', 'price': 59.99, 'quantity': 5, 'total': 299.95, 'discountPercentage': 11.63, 'discountedTotal': 265.07, 'thumbnail': 'https://cdn.dummyjson.com/product-images/womens-bags/women-handbag-black/thumbnail.webp'}, {'id': 94, 'title': 'Longines Master Collection', 'price': 1499.99, 'quantity': 3, 'total': 4499.97, 'discountPercentage': 17.24, 'discountedTotal': 3724.18, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mens-watches/longines-master-collection/thumbnail.webp'}]",6059.84,5010.11,90,5,16
91,"[{'id': 187, 'title': 'Golden Shoes Woman', 'price': 49.99, 'quantity': 4, 'total': 199.96, 'discountPercentage': 13.93, 'discountedTotal': 172.11, 'thumbnail': 'https://cdn.dummyjson.com/product-images/womens-shoes/golden-shoes-woman/thumbnail.webp'}, {'id': 52, 'title': 'Carbon Steel Wok', 'price': 29.99, 'quantity': 2, 'total': 59.98, 'discountPercentage': 6.53, 'discountedTotal': 56.06, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/carbon-steel-wok/thumbnail.webp'}]",259.94,228.17,91,2,6
92,"[{'id': 132, 'title': 'Samsung Galaxy S8', 'price': 499.99, 'quantity': 1, 'total': 499.99, 'discountPercentage': 19.45, 'discountedTotal': 402.74, 'thumbnail': 'https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s8/thumbnail.webp'}, {'id': 187, 'title': 'Golden Shoes Woman', 'price': 49.99, 'quantity': 3, 'total': 149.97, 'discountPercentage': 13.93, 'discountedTotal': 129.08, 'thumbnail': 'https://cdn.dummyjson.com/product-images/womens-shoes/golden-shoes-woman/thumbnail.webp'}, {'id': 51, 'title': 'Boxed Blender', 'price': 39.99, 'quantity': 4, 'total': 159.96, 'discountPercentage': 7.26, 'discountedTotal': 148.35, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/boxed-blender/thumbnail.webp'}]",809.92,680.17,92,3,8
93,"[{'id': 83, 'title': 'Blue & Black Check Shirt', 'price': 29.99, 'quantity': 2, 'total': 59.98, 'discountPercentage': 15.35, 'discountedTotal': 50.77, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mens-shirts/blue-&-black-check-shirt/thumbnail.webp'}, {'id': 74, 'title': 'Spoon', 'price': 4.99, 'quantity': 2, 'total': 9.98, 'discountPercentage': 1.53, 'discountedTotal': 9.83, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/spoon/thumbnail.webp'}, {'id': 103, 'title': 'Apple HomePod Mini Cosmic Grey', 'price': 99.99, 'quantity': 1, 'total': 99.99, 'discountPercentage': 18.1, 'discountedTotal': 81.89, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mobile-accessories/apple-homepod-mini-cosmic-grey/thumbnail.webp'}, {'id': 85, 'title': 'Man Plaid Shirt', 'price': 34.99, 'quantity': 4, 'total': 139.96, 'discountPercentage': 19.5, 'discountedTotal': 112.67, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mens-shirts/man-plaid-shirt/thumbnail.webp'}, {'id': 13, 'title': 'Bedside Table African Cherry', 'price': 299.99, 'quantity': 5, 'total': 1499.95, 'discountPercentage': 19.09, 'discountedTotal': 1213.61, 'thumbnail': 'https://cdn.dummyjson.com/product-images/furniture/bedside-table-african-cherry/thumbnail.webp'}]",1809.86,1468.77,93,5,14
94,"[{'id': 75, 'title': 'Tray', 'price': 16.99, 'quantity': 5, 'total': 84.94999999999999, 'discountPercentage': 7.48, 'discountedTotal': 78.6, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/tray/thumbnail.webp'}, {'id': 3, 'title': 'Powder Canister', 'price': 14.99, 'quantity': 4, 'total': 59.96, 'discountPercentage': 9.84, 'discountedTotal': 54.06, 'thumbnail': 'https://cdn.dummyjson.com/product-images/beauty/powder-canister/thumbnail.webp'}, {'id': 155, 'title': 'Classic Sun Glasses', 'price': 24.99, 'quantity': 3, 'total': 74.97, 'discountPercentage': 4.94, 'discountedTotal': 71.27, 'thumbnail': 'https://cdn.dummyjson.com/product-images/sunglasses/classic-sun-glasses/thumbnail.webp'}, {'id': 16, 'title': 'Apple', 'price': 1.99, 'quantity': 3, 'total': 5.97, 'discountPercentage': 12.62, 'discountedTotal': 5.22, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/apple/thumbnail.webp'}, {'id': 188, 'title': 'Pampi Shoes', 'price': 29.99, 'quantity': 4, 'total': 119.96, 'discountPercentage': 14.14, 'discountedTotal': 103, 'thumbnail': 'https://cdn.dummyjson.com/product-images/womens-shoes/pampi-shoes/thumbnail.webp'}]",345.81,312.15,94,5,19
95,"[{'id': 133, 'title': 'Samsung Galaxy S10', 'price': 699.99, 'quantity': 5, 'total': 3499.95, 'discountPercentage': 5.59, 'discountedTotal': 3304.3, 'thumbnail': 'https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s10/thumbnail.webp'}, {'id': 23, 'title': 'Eggs', 'price': 2.99, 'quantity': 2, 'total': 5.98, 'discountPercentage': 11.05, 'discountedTotal': 5.32, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/eggs/thumbnail.webp'}, {'id': 170, 'title': 'Durango SXT RWD', 'price': 36999.99, 'quantity': 4, 'total': 147999.96, 'discountPercentage': 16.44, 'discountedTotal': 123668.77, 'thumbnail': 'https://cdn.dummyjson.com/product-images/vehicle/durango-sxt-rwd/thumbnail.webp'}, {'id': 183, 'title': 'Green Oval Earring', 'price': 24.99, 'quantity': 5, 'total': 124.94999999999999, 'discountPercentage': 15.18, 'discountedTotal': 105.98, 'thumbnail': 'https://cdn.dummyjson.com/product-images/womens-jewellery/green-oval-earring/thumbnail.webp'}, {'id': 133, 'title': 'Samsung Galaxy S10', 'price': 699.99, 'quantity': 4, 'total': 2799.96, 'discountPercentage': 5.59, 'discountedTotal': 2643.44, 'thumbnail': 'https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s10/thumbnail.webp'}, {'id': 140, 'title': 'Basketball', 'price': 14.99, 'quantity': 4, 'total': 59.96, 'discountPercentage': 7.44, 'discountedTotal': 55.5, 'thumbnail': 'https://cdn.dummyjson.com/product-images/sports-accessories/basketball/thumbnail.webp'}]",154490.76,129783.31,95,6,24
96,"[{'id': 5, 'title': 'Red Nail Polish', 'price': 8.99, 'quantity': 5, 'total': 44.95, 'discountPercentage': 11.44, 'discountedTotal': 39.81, 'thumbnail': 'https://cdn.dummyjson.com/product-images/beauty/red-nail-polish/thumbnail.webp'}, {'id': 162, 'title': 'Blue Frock', 'price': 29.99, 'quantity': 2, 'total': 59.98, 'discountPercentage': 12.13, 'discountedTotal': 52.7, 'thumbnail': 'https://cdn.dummyjson.com/product-images/tops/blue-frock/thumbnail.webp'}]",104.93,92.51,96,2,7
97,"[{'id': 18, 'title': 'Cat Food', 'price': 8.99, 'quantity': 1, 'total': 8.99, 'discountPercentage': 9.58, 'discountedTotal': 8.13, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/cat-food/thumbnail.webp'}, {'id': 41, 'title': 'Tissue Paper Box', 'price': 2.49, 'quantity': 2, 'total': 4.98, 'discountPercentage': 13.28, 'discountedTotal': 4.32, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/tissue-paper-box/thumbnail.webp'}, {'id': 132, 'title': 'Samsung Galaxy S8', 'price': 499.99, 'quantity': 4, 'total': 1999.96, 'discountPercentage': 19.45, 'discountedTotal': 1610.97, 'thumbnail': 'https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s8/thumbnail.webp'}]",2013.93,1623.42,97,3,7
98,"[{'id': 180, 'title': 'Dress Pea', 'price': 49.99, 'quantity': 5, 'total': 249.95000000000002, 'discountPercentage': 17.68, 'discountedTotal': 205.76, 'thumbnail': 'https://cdn.dummyjson.com/product-images/womens-dresses/dress-pea/thumbnail.webp'}, {'id': 48, 'title': 'Bamboo Spatula', 'price': 7.99, 'quantity': 2, 'total': 15.98, 'discountPercentage': 2.84, 'discountedTotal': 15.53, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/bamboo-spatula/thumbnail.webp'}, {'id': 99, 'title': 'Amazon Echo Plus', 'price': 99.99, 'quantity': 5, 'total': 499.95, 'discountPercentage': 12.07, 'discountedTotal': 439.61, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mobile-accessories/amazon-echo-plus/thumbnail.webp'}, {'id': 188, 'title': 'Pampi Shoes', 'price': 29.99, 'quantity': 1, 'total': 29.99, 'discountPercentage': 14.14, 'discountedTotal': 25.75, 'thumbnail': 'https://cdn.dummyjson.com/product-images/womens-shoes/pampi-shoes/thumbnail.webp'}, {'id': 156, 'title': 'Green and Black Glasses', 'price': 34.99, 'quantity': 4, 'total': 139.96, 'discountPercentage': 1.01, 'discountedTotal': 138.55, 'thumbnail': 'https://cdn.dummyjson.com/product-images/sunglasses/green-and-black-glasses/thumbnail.webp'}, {'id': 24, 'title': 'Fish Steak', 'price': 14.99, 'quantity': 5, 'total': 74.95, 'discountPercentage': 4.23, 'discountedTotal': 71.78, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/fish-steak/thumbnail.webp'}]",1010.78,896.98,98,6,22
99,"[{'id': 18, 'title': 'Cat Food', 'price': 8.99, 'quantity': 3, 'total': 26.97, 'discountPercentage': 9.58, 'discountedTotal': 24.39, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/cat-food/thumbnail.webp'}, {'id': 68, 'title': 'Pan', 'price': 24.99, 'quantity': 3, 'total': 74.97, 'discountPercentage': 3, 'discountedTotal': 72.72, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/pan/thumbnail.webp'}, {'id': 146, 'title': 'Feather Shuttlecock', 'price': 5.99, 'quantity': 1, 'total': 5.99, 'discountPercentage': 2.95, 'discountedTotal': 5.81, 'thumbnail': 'https://cdn.dummyjson.com/product-images/sports-accessories/feather-shuttlecock/thumbnail.webp'}, {'id': 28, 'title': 'Ice Cream', 'price': 5.49, 'quantity': 3, 'total': 16.47, 'discountPercentage': 8.69, 'discountedTotal': 15.04, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/ice-cream/thumbnail.webp'}]",124.4,117.96,99,4,10
100,"[{'id': 31, 'title': 'Lemon', 'price': 0.79, 'quantity': 4, 'total': 3.16, 'discountPercentage': 9.7, 'discountedTotal': 2.85, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/lemon/thumbnail.webp'}, {'id': 97, 'title': 'Rolex Datejust', 'price': 10999.99, 'quantity': 3, 'total': 32999.97, 'discountPercentage': 3.73, 'discountedTotal': 31769.07, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mens-watches/rolex-datejust/thumbnail.webp'}]",33003.13,31771.92,100,2,7
101,"[{'id': 57, 'title': 'Fine Mesh Strainer', 'price': 9.99, 'quantity': 3, 'total': 29.97, 'discountPercentage': 3.5, 'discountedTotal': 28.92, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/fine-mesh-strainer/thumbnail.webp'}, {'id': 153, 'title': 'Volleyball', 'price': 11.99, 'quantity': 3, 'total': 35.97, 'discountPercentage': 12.25, 'discountedTotal': 31.56, 'thumbnail': 'https://cdn.dummyjson.com/product-images/sports-accessories/volleyball/thumbnail.webp'}, {'id': 133, 'title': 'Samsung Galaxy S10', 'price': 699.99, 'quantity': 2, 'total': 1399.98, 'discountPercentage': 5.59, 'discountedTotal': 1321.72, 'thumbnail': 'https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s10/thumbnail.webp'}, {'id': 22, 'title': 'Dog Food', 'price': 10.99, 'quantity': 1, 'total': 10.99, 'discountPercentage': 10.27, 'discountedTotal': 9.86, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/dog-food/thumbnail.webp'}, {'id': 68, 'title': 'Pan', 'price': 24.99, 'quantity': 3, 'total': 74.97, 'discountPercentage': 3, 'discountedTotal': 72.72, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/pan/thumbnail.webp'}]",1551.88,1464.78,101,5,12
